Brand,Model,Year,Fuel,Transmission,Km,Owner,Price,Location,Engine,Seats
Mercedes-Benz,E-Class E250 CDI BlueEfficiency,2011,Diesel,Automatic,85000,Second,850000.0,Mohali,2143,5.0
Tata,Nexon XZA Plus Petrol,2018,Petrol,Automatic,8922,First,1085000.0,Bangalore,1198,5.0
Maruti Suzuki,Alto 800 Vxi,2013,Petrol,Manual,47800,First,319000.0,Dharwad,796,5.0
Mahindra,XUV500 W8,2012,Diesel,Manual,143000,First,549000.0,Mohali,2179,7.0
Tata,Harrier XZ [2019-2020],2019,Diesel,Manual,68758,First,1725000.0,Hyderabad,1956,5.0
Honda,Mobilio S Diesel,2015,Diesel,Manual,72000,Second,475000.0,Agra,1498,7.0
Tata,Punch Creative iRA Pack MT,2022,Petrol,Manual,7500,First,890000.0,Mumbai,1199,5.0
Maruti Suzuki,Wagon R VXi,2012,Petrol,Manual,37000,Second,235000.0,Mumbai,998,5.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],2016,Petrol,Manual,22402,First,445000.0,Mumbai,1197,5.0
Honda,City V,2019,Petrol,Manual,12382,First,1060000.0,Pune,1497,5.0
Maruti Suzuki,Baleno Alpha 1.3,2017,Diesel,Manual,61000,First,690000.0,Surat,1248,5.0
Jaguar,F-Pace Prestige,2018,Diesel,Automatic,90868,First,4200000.0,Chennai,1999,5.0
BMW,X5 xDrive30d Pure Experience (5 Seater),2015,Diesel,Automatic,84700,Second,2950000.0,Pune,2993,5.0
Land Rover,Range Rover Sport SE 2.0 Petrol,2022,Petrol,Automatic,22010,First,12500000.0,Mohali,1997,5.0
Toyota,Fortuner 3.0 4x4 AT,2015,Diesel,Automatic,72000,Second,1750000.0,Jaipur,2982,7.0
Renault,Kwid 1.0 RXT Edition,2018,Petrol,Manual,75500,First,395000.0,Raipur,999,5.0
BMW,X1 sDrive20d Expedition,2018,Diesel,Automatic,25000,First,2790000.0,Chennai,1995,5.0
Audi,Q3 35 TDI quattro Premium Plus,2018,Diesel,Automatic,38000,First,2475000.0,Delhi,1968,5.0
Maruti Suzuki,Wagon R LXi Minor,2009,Petrol,Manual,39586,First,145000.0,Ranchi,1061,5.0
Hyundai,Elite i20 Asta 1.2 AT,2018,Petrol,Automatic,33647,First,750000.0,Mumbai,1197,5.0
Mahindra,XUV500 W10,2016,Diesel,Manual,86000,First,950000.0,Lucknow,2179,7.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],2018,Petrol,Manual,57847,First,569000.0,Bangalore,1197,5.0
Maruti Suzuki,Swift DZire VXI,2016,Petrol,Manual,74000,First,470000.0,Ranchi,1197,5.0
Porsche,Cayenne Diesel,2015,Diesel,Automatic,58000,First,5350000.0,Chandigarh,2967,5.0
Nissan,Terrano XL D Plus,2014,Diesel,Manual,85000,Second,450000.0,Hyderabad,1461,5.0
Renault,Kwid 1.0 RXT [2016-2019],2016,Petrol,Manual,26000,First,299000.0,Mumbai,999,5.0
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],2020,Petrol,Automatic,18000,First,1875000.0,Mumbai,1353,5.0
Mahindra,Thar LX 4-STR Hard Top Diesel AT,2022,Diesel,Automatic,11000,First,1825000.0,Mumbai,2184,4.0
Land Rover,Discovery Sport HSE 7-Seater,2018,Diesel,Automatic,57300,First,4459000.0,Indore,2179,7.0
BMW,5-Series 525d Sedan,2010,Diesel,Automatic,74000,Second,1195000.0,Mumbai,2497,5.0
Toyota,Glanza G CVT,2019,Petrol,Automatic,25000,First,790000.0,Delhi,1197,5.0
Hyundai,Creta 1.6 SX Plus AT Petrol,2017,Petrol,Automatic,39000,Second,1095000.0,Hyderabad,1591,5.0
Toyota,Innova 2.4 G 7 STR [2016-2017],2020,Diesel,Manual,45000,First,1950000.0,Ludhiana,2393,7.0
Volkswagen,Polo GT TSI,2015,Petrol,Automatic,80852,Second,525000.0,Faridabad,1198,5.0
Isuzu,MU-X 4x2,2018,Diesel,Automatic,75592,First,2100000.0,Hyderabad,2999,7.0
Maruti Suzuki,Alto VXi,2014,Petrol,Manual,54420,First,270000.0,Jamshedpur,998,5.0
Toyota,Corolla Altis G AT Petrol,2015,Petrol,Automatic,39780,First,894999.0,Mumbai,1798,5.0
Hyundai,i10 Sportz 1.2 AT Kappa2,2013,Petrol,Automatic,78301,Second,335000.0,Pune,1197,5.0
Tata,Hexa XE 4x2 7 STR,2018,Diesel,Manual,38000,First,1000000.0,Mumbai,2179,7.0
Hyundai,i10 Sportz 1.2,2009,Petrol,Manual,126535,First,220000.0,Hyderabad,1197,5.0
Hyundai,Creta 1.6 SX Plus AT Petrol,2016,Petrol,Automatic,37079,First,960000.0,Thane,1591,5.0
Mercedes-Benz,GLS 350 d,2018,Diesel,Automatic,87200,First,7200000.0,Bangalore,2987,7.0
Audi,Q3 2.0 TDI quattro Premium Plus,2014,Diesel,Automatic,51000,Second,1300000.0,Raipur,1968,5.0
Volkswagen,Polo Comfortline 1.2L (P),2013,Petrol,Manual,39000,First,375000.0,Delhi,1198,5.0
Jaguar,XE Prestige Diesel,2017,Diesel,Automatic,29999,First,3299000.0,Bangalore,1999,5.0
Tata,Safari 4x2 EX TCIC,2014,Diesel,Manual,100472,First,565000.0,Ranchi,1948,7.0
Audi,Q3 35 TDI Premium + Sunroof,2016,Diesel,Automatic,84700,First,1798999.0,Karnal,1968,5.0
Maruti Suzuki,Alto LXi BS-III,2008,Petrol,Manual,19759,First,189000.0,Chennai,796,5.0
Hyundai,Verna Fluidic 1.6 VTVT SX Opt,2014,Petrol,Manual,56000,First,545000.0,Noida,1591,5.0
Hyundai,Venue SX 1.0 Turbo iMT,2022,Petrol,Manual,3383,First,1085000.0,Mumbai,998,5.0
Maruti Suzuki,Vitara Brezza VDi,2018,Diesel,Manual,42000,First,725000.0,Lucknow,1248,5.0
BMW,X3 xDrive20d,2012,Diesel,Automatic,65000,Second,1090000.0,Delhi,1995,5.0
Honda,WR-V VX MT Petrol,2019,Petrol,Manual,17000,First,900000.0,Ahmedabad,1199,5.0
BMW,5-Series 520d Luxury Line [2017-2019],2016,Diesel,Automatic,38000,Second,3400000.0,Coimbatore,1995,5.0
Honda,Amaze 1.5 S i-DTEC,2014,Diesel,Manual,62500,First,295000.0,Varanasi,1498,5.0
Tata,Harrier XZA Plus Dual Tone,2021,Diesel,Automatic,30229,First,2251000.0,Mumbai,1956,5.0
Porsche,911 Carrera 4,2019,Petrol,Automatic,9000,First,9300000.0,Pune,3436,4.0
Maruti Suzuki,Wagon R LXI CNG (O),2016,CNG,Manual,26600,First,430000.0,Pune,998,5.0
Maruti Suzuki,Ciaz Delta 1.3 Hybrid,2017,Diesel,Manual,86000,Second,600000.0,Yamunanagar,1248,5.0
Hyundai,Tucson GL 2WD AT Petrol,2017,Petrol,Automatic,86000,First,1595000.0,Bangalore,1999,5.0
Hyundai,i20 Sportz 1.2,2013,Petrol,Manual,29135,First,375000.0,Panchkula,1197,5.0
Volvo,V40 D3 Kinetic,2015,Diesel,Automatic,50965,First,1200000.0,Kolkata,1984,5.0
Toyota,Fortuner 3.0 4x2 AT,2014,Diesel,Automatic,72000,First,1525000.0,Delhi,2982,7.0
Mercedes-Benz,C-Class C 200 Avantgarde,2016,Petrol,Automatic,28000,First,2675000.0,Gurgaon,1991,5.0
Honda,Jazz V AT Petrol,2015,Petrol,Automatic,42000,First,545000.0,Delhi,1199,5.0
Mercedes-Benz,S-Class S 350D [2018-2020],2017,Diesel,Automatic,11850,First,7900000.0,Vadodara,2925,5.0
Honda,Jazz S,2010,Petrol,Manual,32000,First,195000.0,Gurgaon,1198,5.0
BMW,3-Series 320d Luxury Edition,2021,Diesel,Automatic,24000,First,4550000.0,Delhi,1995,5.0
Land Rover,Evoque HSE Dynamic,2015,Diesel,Automatic,50623,Second,2499000.0,Kolkata,2179,5.0
Mahindra,Xylo D2 BS-IV,2012,Diesel,Manual,85000,Fourth,210000.0,Kanpur,2489,7.0
Hyundai,Venue SX 1.5 CRDi,2022,Diesel,Manual,1700,First,1097000.0,Mumbai,1493,5.0
Volkswagen,Polo GT TSI,2020,Petrol,Automatic,43260,First,1095000.0,Bangalore,1197,5.0
Maruti Suzuki,Wagon R LXI CNG,2015,CNG,Manual,67738,Second,325000.0,Delhi,998,5.0
Mahindra,Scorpio S11 4WD 7 STR,2019,Diesel,Manual,69000,First,1375000.0,Lucknow,2179,7.0
Maruti Suzuki,Swift VXi,2021,Petrol,Manual,14722,First,745000.0,Bangalore,1197,5.0
Toyota,Innova 2.4 VX 7 STR [2016-2020],2017,Diesel,Manual,29000,First,2175000.0,Mysore,2393,7.0
Jeep,Compass Limited (O) 1.4 Petrol AT [2017-2020],2017,Petrol,Automatic,60200,First,1250000.0,Thane,1368,5.0
Maruti Suzuki,Swift VDi,2017,Diesel,Manual,140000,First,500000.0,Warangal,1248,5.0
Honda,WR-V S MT Petrol,2017,Petrol,Manual,23798,First,625000.0,Ahmedabad,1199,5.0
Honda,City 1.5 S MT,2011,Petrol,Manual,55000,First,250000.0,Kolkata,1497,5.0
Volkswagen,Vento TSI,2017,Petrol,Automatic,51000,First,650000.0,Rohtak,1197,5.0
Honda,Brio S MT,2014,Petrol,Manual,49000,Second,310000.0,Delhi,1198,5.0
Renault,Duster RXL Petrol,2017,Petrol,Manual,48000,First,600000.0,Mumbai,1498,5.0
BMW,5-Series 520d Sedan,2013,Diesel,Automatic,121000,First,1400000.0,Kanpur,1995,5.0
Ford,Fiesta Style Diesel [2011-2014],2013,Diesel,Manual,74000,First,295000.0,Hyderabad,1498,5.0
Mahindra,XUV500 W8,2012,Diesel,Manual,102000,Second,484999.0,Mumbai,2179,7.0
BMW,5-Series 530i Sport Line,2018,Petrol,Automatic,32000,First,4250000.0,Mumbai,1998,5.0
Tata,Safari 2.2 EX 4x2,2013,Diesel,Manual,97000,First,375000.0,Ambala Cantt,2179,7.0
Kia,Seltos GTX Plus AT 1.4 [2019-2020],2021,Petrol,Automatic,16000,First,1625000.0,Kolkata,1353,5.0
Porsche,Cayenne Platinum Edition Diesel,2016,Diesel,Automatic,55700,First,5350000.0,Navi Mumbai,2967,5.0
BMW,X5 xDrive30d xLine,2017,Diesel,Automatic,80000,First,4250000.0,Thane,2993,5.0
Ford,Ecosport Trend 1.5 TDCi,2014,Diesel,Manual,115000,First,480000.0,Pune,1498,5.0
Hyundai,Grand i10 NIOS Magna 1.2 Kappa VTVT,2020,Petrol,Manual,74000,First,590000.0,Ahmedabad,1197,5.0
Hyundai,Elite i20 Sportz 1.4,2015,Diesel,Manual,61000,First,561000.0,Ahmedabad,1396,5.0
Toyota,Corolla Altis 1.8 G,2014,Petrol,Manual,104814,First,725000.0,Mumbai,1798,5.0
Hyundai,Elantra 1.8 SX MT,2013,Petrol,Manual,17000,First,645000.0,Pune,1797,5.0
Audi,Q3 35 TDI Premium + Sunroof,2015,Diesel,Automatic,60000,Second,1695000.0,Delhi,1968,5.0
Maruti Suzuki,Swift Lxi (O) [2014-2017],2016,Petrol,Manual,45000,First,450000.0,Delhi,1197,5.0
Mahindra,XUV500 W10,2016,Diesel,Manual,75811,First,1375000.0,Bangalore,2179,7.0
Mahindra,Thar AX 4-STR Convertible Petrol MT,2021,Petrol,Manual,3813,First,1700000.0,Chennai,1997,4.0
Maruti Suzuki,Swift VXi [2014-2017],2016,Petrol,Manual,64928,First,525000.0,Mumbai,1197,5.0
Maruti Suzuki,DZire VDi,2018,Diesel,Manual,68500,First,590000.0,Varanasi,1248,5.0
Toyota,Fortuner 3.0 4x2 AT,2014,Diesel,Automatic,85000,First,1495000.0,Delhi,2982,7.0
BMW,5-Series 520d M Sport,2017,Diesel,Automatic,41296,First,3300000.0,Mumbai,1995,5.0
Honda,Amaze 1.5 SX i-DTEC,2013,Diesel,Manual,72567,First,385000.0,Samastipur,1498,5.0
Maruti Suzuki,Wagon R VXI+,2020,Petrol,Manual,4295,First,535000.0,Samastipur,998,5.0
Maruti Suzuki,Vitara Brezza ZDi Plus,2018,Diesel,Manual,82000,First,875000.0,Ahmedabad,1248,5.0
Maruti Suzuki,Swift DZire LXi,2010,Petrol,Manual,33000,First,295000.0,Mumbai,1298,5.0
Fiat,Linea Emotion 1.4,2011,Petrol,Manual,54000,First,235000.0,Nashik,1368,5.0
Hyundai,Creta SX 1.6 CRDi (O),2018,Diesel,Manual,68000,First,969999.0,Kanpur,1582,5.0
Honda,City ZX CVT Petrol,2022,Petrol,Automatic,8530,UnRegistered Car,1700000.0,Pune,1498,5.0
Hyundai,Tucson GLS 2WD AT Petrol,2018,Petrol,Automatic,46000,First,1789999.0,Delhi,1999,5.0
Toyota,Innova 2.7 VX 7 STR [2016-2020],2020,Petrol,Manual,26000,First,1964999.0,Delhi,2694,7.0
Audi,TT 2.0 TFSI Quattro,2014,Petrol,Automatic,39394,Second,4000000.0,Jaipur,1984,2.0
Tata,Tiago Revotron XTA [2017-2019],2018,Petrol,Automatic,35000,First,484999.0,Patna,1199,5.0
Maruti Suzuki,Swift VXi [2014-2017],2019,Petrol,Manual,17881,First,580000.0,Ranchi,1197,5.0
Honda,City E [2013-2016],2014,Petrol,Manual,48409,Second,450000.0,Ranchi,1497,5.0
Maruti Suzuki,Alto 800 Vxi (Airbag),2020,Petrol,Manual,40000,First,355000.0,Deoghar,796,5.0
Audi,Q3 35 TDI Premium + Sunroof,2017,Diesel,Automatic,61643,First,2375000.0,Dehradun,1968,5.0
Mercedes-Benz,C-Class Cabriolet C 300,2020,Petrol,Automatic,21000,Second,6500000.0,Gurgaon,1991,4.0
Tata,Nexon XZ Plus Dark Edition,2022,Petrol,Manual,1500,First,1050000.0,Kolkata,1199,5.0
Ford,Ecosport Ambiente 1.5L TDCi,2014,Diesel,Manual,38985,First,445000.0,Noida,1498,5.0
Honda,Jazz SV Petrol,2015,Petrol,Manual,52000,First,495000.0,Noida,1199,5.0
Hyundai,i10 Sportz 1.2 Kappa2,2011,Petrol,Manual,42000,First,275000.0,Pune,1197,5.0
Honda,Amaze 1.2 VX AT i-VTEC,2014,Petrol,Automatic,29442,First,465000.0,Mumbai,1198,5.0
Jeep,Compass Limited (O) 2.0 Diesel [2017-2020],2017,Diesel,Manual,71800,First,1050000.0,Lucknow,1956,5.0
Mercedes-Benz,C-Class C 200 Progressive [2018-2020],2022,Petrol,Automatic,5000,First,4900000.0,Delhi,1497,5.0
Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,2020,CNG,Manual,18000,First,695000.0,Ghaziabad,1197,5.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2018,Diesel,Automatic,37000,First,3210000.0,Delhi,2755,7.0
Honda,City 1.5 S MT,2009,Petrol,Manual,85000,Second,269000.0,Mohali,1497,5.0
Hyundai,Xcent E Plus CRDi,2018,Diesel,Manual,65555,Second,445000.0,Varanasi,1186,5.0
Land Rover,Evoque SE R-Dynamic,2021,Diesel,Automatic,35000,First,5950000.0,Delhi,1999,5.0
BMW,X3 xDrive 20d Luxury Line [2018-2020],2018,Diesel,Automatic,87000,First,3800000.0,Raipur,1995,5.0
Hyundai,Creta 1.6 SX Plus AT Petrol,2018,Petrol,Automatic,42000,First,1000000.0,Kolkata,1591,5.0
Mahindra,Scorpio S11 4WD 7 STR,2018,Diesel,Manual,68000,Second,1490000.0,Ludhiana,2179,7.0
MG,Astor Sharp EX 1.5 MT,2022,Petrol,Manual,600,First,1550000.0,Kolkata,1498,5.0
Tata,Grande GX,2011,Diesel,Manual,192326,Third,199000.0,Ranchi,2179,7.0
Toyota,Innova 2.0 V,2013,Petrol,Manual,82000,UnRegistered Car,575000.0,Varanasi,1998,8.0
Toyota,Etios Liva VD Dual Tone,2017,Diesel,Manual,86006,First,484999.0,Gurgaon,1364,5.0
Honda,City SV Diesel,2014,Diesel,Manual,75000,First,425000.0,Kanpur,1498,5.0
Mahindra,Scorpio S10,2014,Diesel,Manual,99000,First,1150000.0,Ludhiana,2179,8.0
Skoda,Superb L&K TSI AT,2021,Petrol,Automatic,21651,First,3195000.0,Mumbai,1798,5.0
Hyundai,i20 Active 1.4 SX,2016,Diesel,Manual,84000,First,725000.0,Aurangabad,1396,5.0
Mercedes-Benz,M-Class ML 350 CDI,2014,Diesel,Automatic,65000,Second,2450000.0,Chandigarh,2997,5.0
Maruti Suzuki,Ciaz Zeta 1.4 AT,2017,Petrol,Automatic,31000,First,741000.0,Mumbai,1373,5.0
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],2022,Diesel,Automatic,17000,First,7350000.0,Surat,1950,5.0
Mahindra,Thar AX 6-STR Soft Top Diesel MT,2020,Diesel,Manual,28000,First,1550000.0,Delhi,2184,6.0
Honda,City S Diesel,2015,Diesel,Manual,64000,First,645000.0,Raipur,1498,5.0
Honda,City SV Diesel,2014,Diesel,Manual,85000,First,550000.0,Jaipur,1498,5.0
Maruti Suzuki,Baleno Alpha 1.2 AT,2017,Petrol,Automatic,35000,Third,595000.0,Mumbai,1197,5.0
Volvo,V40 Cross Country D3,2015,Diesel,Automatic,44000,First,1595000.0,Mumbai,1984,5.0
Maruti Suzuki,Celerio X Zxi AMT [2017-2019],2017,Petrol,Automatic,32000,Second,500000.0,Chennai,998,5.0
Maruti Suzuki,Wagon R LXI ABS,2016,Petrol,Manual,49857,First,345000.0,Faridabad,998,5.0
Maruti Suzuki,Wagon R VXI+,2013,Petrol,Manual,46000,First,299000.0,Varanasi,998,5.0
Maruti Suzuki,Wagon R LXi Minor,2008,Petrol,Manual,50000,Second,160000.0,Varanasi,1061,5.0
Maruti Suzuki,Baleno Delta 1.2 AT,2017,Petrol,Automatic,36000,First,570000.0,Zirakpur,1197,5.0
Renault,Kiger RXT Turbo CVT,2021,Petrol,Automatic,13000,First,800000.0,Dehradun,999,5.0
Hyundai,Eon 1.0 Kappa Magna + [2014-2016],2013,Petrol,Manual,45000,First,315000.0,Chennai,998,5.0
Maruti Suzuki,Alto LXi BS-III,2011,Petrol,Manual,87513,Second,227000.0,Salem,796,5.0
Mercedes-Benz,S-Class 350 L,2011,Petrol,Automatic,26000,First,1850000.0,Delhi,3498,5.0
Maruti Suzuki,S-Presso VXi CNG,2022,CNG,Manual,3800,First,610000.0,Delhi,998,4.0
Toyota,Innova 2.4 VX 8 STR [2016-2020],2018,Diesel,Manual,35123,First,1995000.0,Patna,2393,8.0
Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],2021,Diesel,Automatic,21000,First,1875000.0,Delhi,1493,5.0
Hyundai,Creta SX (O) 1.5 Petrol CVT [2020-2022],2022,Petrol,Automatic,2670,First,1748999.0,Kolkata,1497,5.0
Skoda,Rapid Ambition 1.6 TDI CR MT,2016,Diesel,Manual,124000,First,640000.0,Coimbatore,1598,5.0
Hyundai,Elite i20 Asta 1.2 (O) [2016],2016,Petrol,Manual,9889,First,779000.0,Bangalore,1197,5.0
Honda,City ZX CVT Petrol,2021,Petrol,Automatic,13000,First,1450000.0,Delhi,1497,5.0
Tata,Nexon XZA Plus Petrol,2018,Petrol,Automatic,35000,First,890000.0,Chennai,1198,5.0
Maruti Suzuki,Baleno Zeta 1.2,2017,Petrol,Manual,51145,First,625000.0,Nagpur,1197,5.0
Mercedes-Benz,GLS 350 d,2019,Diesel,Automatic,13000,First,8500000.0,Mumbai,2987,7.0
Audi,RS5 4.2 Coupe,2011,Petrol,Automatic,56000,Third,2900000.0,Pune,4163,5.0
Mercedes-Benz,GLC 220 d Progressive,2018,Diesel,Automatic,45000,First,4550000.0,Mumbai,2143,5.0
Skoda,Superb L&K TDI AT,2017,Diesel,Automatic,82900,First,2500000.0,Coimbatore,1968,5.0
Maruti Suzuki,Alto 800 Lxi CNG,2014,CNG + CNG,Manual,56843,Second,249000.0,Navi Mumbai,796,5.0
Ford,Figo Duratec Petrol Titanium 1.2,2015,Petrol,Manual,64000,First,270000.0,Pune,1196,5.0
Maruti Suzuki,DZire VXi AMT,2019,Petrol,Automatic,9644,First,825000.0,Pune,1197,5.0
Maruti Suzuki,Celerio ZXi (O) AMT [2019-2020],2017,Petrol,Automatic,41624,Second,425000.0,Pune,998,5.0
Hyundai,Grand i10 Sportz U2 1.2 CRDi,2016,Diesel,Manual,82844,First,459999.0,Hyderabad,1186,5.0
Mercedes-Benz,E-Class E250 Elegance,2011,Petrol,Automatic,78000,Second,980000.0,Ludhiana,2497,5.0
Renault,Duster RXL Petrol,2017,Petrol,Manual,60444,First,789000.0,Bangalore,1498,5.0
BMW,3-Series 330i M Sport Edition,2022,Petrol,Automatic,6000,First,5100000.0,Raipur,1998,5.0
Mahindra,Scorpio S10,2014,Diesel,Manual,125000,First,775000.0,Lucknow,2179,8.0
Hyundai,Creta 1.6 SX Plus AT Petrol,2019,Petrol,Automatic,13000,First,1400000.0,Mumbai,1591,5.0
Maruti Suzuki,Ertiga VDi,2015,Diesel,Manual,112000,First,770000.0,Chennai,1248,7.0
Maruti Suzuki,Ritz Vdi BS-IV,2012,Diesel,Manual,54948,First,445000.0,Mangalore,1248,5.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],2016,Petrol,Manual,53300,First,450000.0,Pune,1197,5.0
Honda,City SV,2019,Petrol,Manual,34000,First,840000.0,Delhi,1497,5.0
Mercedes-Benz,S-Class Maybach S 560,2021,Petrol,Automatic,21000,First,18500000.0,Gurgaon,3982,4.0
Land Rover,Evoque HSE Dynamic,2017,Diesel,Automatic,25500,Second,4000000.0,Pune,1999,5.0
Mahindra,XUV500 W8 1.99 [2016-2017],2015,Diesel,Manual,157662,Second,690000.0,Jaipur,1997,7.0
Mercedes-Benz,CLA 200 D Urban Sport,2018,Diesel,Automatic,20000,First,2800000.0,Mumbai,2143,5.0
Hyundai,Xcent SX 1.1 CRDi,2018,Diesel,Manual,78900,First,525000.0,Vadodara,1120,5.0
Maruti Suzuki,Wagon R LXi CNG,2011,CNG,Manual,52000,First,285000.0,Mumbai,998,5.0
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],2022,Diesel,Automatic,11000,First,7780000.0,Delhi,1950,5.0
Tata,Hexa XTA 4x2 7 STR,2017,Diesel,Automatic,95785,First,1200000.0,Hyderabad,2179,7.0
Ford,Ecosport Titanium 1.5L TDCi,2017,Diesel,Manual,92000,First,620000.0,Agra,1498,5.0
Jaguar,F-Pace Prestige,2019,Diesel,Automatic,43000,First,5200000.0,Delhi,1999,5.0
Mercedes-Benz,CLA 200 CDI Sport,2017,Diesel,Automatic,39328,First,1998999.0,Kolkata,2143,5.0
Toyota,Innova 2.4 ZX AT 7 STR,2020,Diesel,Automatic,18625,First,2725000.0,Mumbai,2393,7.0
Maruti Suzuki,Swift VXi [2014-2017],2019,Petrol,Manual,26000,First,590000.0,Lucknow,1197,5.0
MINI,Countryman Cooper D,2014,Diesel,Automatic,81000,Second,1489000.0,Panvel,1995,5.0
Maruti Suzuki,DZire ZDi Plus AMT,2018,Diesel,Automatic,92000,First,685000.0,Ludhiana,1248,5.0
Mahindra,Scorpio S3 2WD 7 STR,2019,Diesel,Manual,38000,First,1121000.0,Patna,2523,7.0
Tata,Manza Aqua Safire BS-IV,2012,Petrol,Manual,93000,Second,114999.0,Unnao,1368,5.0
Maruti Suzuki,Wagon R VXI,2019,Petrol,Manual,10340,First,545000.0,Delhi,998,5.0
Audi,Q3 2.0 TDI quattro Premium,2015,Diesel,Automatic,47706,First,1350000.0,Ranchi,1968,5.0
Maruti Suzuki,XL6 Alpha MT Petrol,2021,Petrol,Manual,13400,First,1299000.0,Mysore,1462,6.0
Ford,Aspire Titanium1.5 TDCi,2016,Diesel,Manual,44613,First,450000.0,Ranchi,1498,5.0
Porsche,718 Cayman [2017-2020],2017,Petrol,Automatic,7000,First,9000000.0,Faridabad,1988,2.0
Maruti Suzuki,Swift VXi [2014-2017],2019,Petrol,Manual,29000,First,550000.0,Kolkata,1197,5.0
BMW,3-Series 320d Luxury Line,2020,Diesel,Automatic,23000,First,4390000.0,Mumbai,1995,5.0
Maruti Suzuki,Wagon R LXI CNG (O),2015,CNG,Manual,67580,First,445000.0,Pune,998,5.0
Hyundai,Verna 1.6 VTVT S,2015,Petrol,Manual,42000,First,495000.0,Kolkata,1591,5.0
Hyundai,Eon 1.0 Kappa Magna AirBag,2015,Petrol,Manual,16205,First,360000.0,Pune,998,5.0
Maruti Suzuki,Grand Vitara 2015 2.0 AT,2007,Petrol,Automatic,92000,Third,345000.0,Mohali,1995,5.0
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],2016,Petrol,Automatic,29000,First,565000.0,Mumbai,1197,5.0
Mercedes-Benz,GLE 300d 4MATIC LWB,2022,Diesel,Automatic,14000,First,9390000.0,Delhi,1950,5.0
Mahindra,TUV300 T8 AMT mHAWK100,2017,Diesel,Automatic,69000,First,615000.0,Delhi,1493,7.0
Honda,City V Diesel,2015,Diesel,Manual,114635,First,525000.0,Kolkata,1498,5.0
BMW,X1 sDrive20d xLine,2018,Diesel,Automatic,50000,Second,2650000.0,Delhi,1995,5.0
BMW,X1 sDrive20d xLine,2019,Diesel,Automatic,29221,First,3785000.0,Bangalore,1995,5.0
Audi,A6 2.0 TDI Premium,2012,Diesel,Automatic,77000,Second,1175000.0,Mumbai,1968,5.0
Mercedes-Benz,GLC 220d 4MATIC Progressive,2022,Diesel,Automatic,5500,UnRegistered Car,6400000.0,Hyderabad,1950,5.0
BMW,3-Series 320d Sport Line,2013,Diesel,Automatic,70000,Second,1450000.0,Mumbai,1995,5.0
BMW,X5 xDrive 30d M Sport,2017,Diesel,Automatic,65341,Second,4900000.0,Pune,2993,5.0
Honda,City VX CVT Petrol,2022,Petrol,Automatic,32000,First,1390000.0,Delhi,1498,5.0
Ferrari,488 GTB,2018,Petrol,Automatic,9500,First,35000000.0,Delhi,3902,2.0
Volkswagen,Tiguan Highline TDI,2020,Diesel,Automatic,17904,First,2990000.0,Mumbai,1968,5.0
Land Rover,Evoque Pure SD4,2012,Diesel,Automatic,95000,First,2150000.0,Coimbatore,2179,5.0
Maruti Suzuki,Wagon R LXi CNG,2013,CNG,Manual,72000,First,315000.0,Mumbai,998,5.0
Mercedes-Benz,GLE 43 4MATIC [2017-2019],2018,Petrol,Automatic,25275,First,8500000.0,Hyderabad,2996,5.0
Maruti Suzuki,Wagon R LXI CNG,2016,CNG,Manual,67850,First,400000.0,Mumbai,998,5.0
Tata,Nano Base,2010,Petrol,Manual,60000,First,49000.0,Gurgaon,624,4.0
Maruti Suzuki,Swift VDi,2017,Diesel,Manual,105000,First,610000.0,Pune,1248,5.0
Hyundai,Creta SX 1.6 AT Petrol,2019,Petrol,Automatic,45000,First,1075000.0,Raipur,1591,5.0
Mercedes-Benz,E-Class E 220 d Avantgarde,2021,Diesel,Automatic,8000,First,7500000.0,Bangalore,1950,5.0
Toyota,Corolla Altis G AT Petrol,2018,Petrol,Automatic,38000,First,1321000.0,Mumbai,1798,5.0
Maruti Suzuki,S-Cross Zeta 1.3,2020,Diesel,Manual,55055,First,950000.0,Ludhiana,1248,5.0
Maruti Suzuki,Baleno Zeta 1.2,2021,Petrol,Manual,22000,First,825000.0,Raipur,1197,5.0
Mitsubishi,Pajero 2.5 MT,2013,Diesel,Manual,95000,Second,1300000.0,Bangalore,2477,7.0
Maruti Suzuki,Swift ZXi,2014,Petrol,Manual,25704,First,465000.0,Mumbai,1197,5.0
Maruti Suzuki,Swift DZire VDI,2016,Diesel,Manual,55353,Second,475000.0,Kanpur,1248,5.0
Audi,Q3 35 TDI Premium,2015,Diesel,Automatic,80000,First,1775000.0,Chennai,1968,5.0
Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,2018,Petrol,Automatic,62000,First,825000.0,Faridabad,1197,5.0
